"x1","x2","y"
0.6602243854672116,0.40125815980002466,1
0.1383756179300193,0.5674437122259184,-1
0.48414216213172145,0.3691709060716015,1
0.8489183017237398,0.12887936129622313,1
0.43556420115678174,0.06133752663950265,-1
0.10634524610984086,0.6284766330480385,-1
0.36925730730289885,0.027918080781353494,-1
0.24840770955159264,0.6245016460199238,-1
0.33508688352899085,0.9683548193803837,-1
0.8067658690296506,0.8356210475332189,1
0.3265312052774809,0.06079322657951458,-1
0.6674647020878441,0.24111579812293393,1
0.923029454435645,0.8263222855181962,1
0.5938845370107644,0.8174970723302648,-1
0.1535214511264984,0.396287919036042,-1
0.4644662048520569,0.9467918854660085,-1
0.023715891739449768,0.7422039142749377,-1
0.710173205209351,0.3428923582893584,1
0.5541060842739869,0.8709782038915255,-1
0.8996144394936341,0.6680261260477087,1
0.7158761491413943,0.4398143651987487,1
0.8981657569160693,0.6017129358662845,1
0.3877198554796073,0.1181428191248528,-1
0.8734958837447515,0.2322487661416961,1
0.9027260118983844,0.394925925206822,1
0.7384268318473144,0.012571904252901556,-1
0.12139660956303788,0.39581664711702036,-1
0.32776815635108836,0.08964136477020368,-1
0.5589132510402808,0.8742038810599526,-1
0.521315310513341,0.4941889005021789,1
0.3924269462518595,0.2573195336413072,-1
0.8617024321003506,0.2926098659036216,1
0.25341173210040036,0.4717691596574405,-1
0.8920533026696151,0.670333992638936,1
0.6444699387512234,0.9024399693373935,-1
0.1698997823600532,0.16941731388381998,-1
0.21534826497754844,0.2862191823234448,-1
0.8023076714281321,0.7417556141134489,1
0.1340898465388236,0.5959349526198188,-1
0.0166771781296422,0.7172092874802527,-1
0.20504444779121922,0.2553845895351645,-1
0.6043668681210954,0.8357519958123092,-1
0.5829216690981331,0.8572311582946539,-1
0.1017572796520183,0.6175702399655705,-1
0.7679267316125811,0.7590341190320993,-1
0.8110402285793814,0.640045203178266,1
0.30248546458971926,0.3568373638764948,-1
0.3694304652992044,0.10650465421105304,-1
0.3106120948821194,0.04005130281943692,-1
0.5117364170315539,0.384737312014545,1
0.09811513479782197,0.44674946591133335,-1
0.3180765131688923,0.9551469051349144,-1
0.41925587157740307,0.6820974959384436,-1
0.5834355485278631,0.9559334898116572,-1
0.08196476204883707,0.1091225623736336,-1
0.40939788924928666,0.7964488767896367,-1
0.5235725572654006,0.8491225932749324,-1
0.6113130100286135,0.13705440016976245,1
0.6681301033989415,0.42092154496240086,1
0.621827880329678,0.8702490909133609,-1
0.1396523294340275,0.6388443095989738,-1
0.8488459980714569,0.621256511210251,-1
0.6502815468248324,0.38674424682722486,1
0.4278666874376942,0.5724839921757905,-1
0.6556960363818316,0.5854092468497536,-1
0.32709507284860107,0.04204221760237692,1
0.3930774604057008,0.04113643068459205,1
0.01561788957884902,0.28547978235600846,1
0.5041973245207318,0.9980695303297473,-1
0.657414867160391,0.8082567519119122,-1
0.536658895945415,0.18437161226016996,1
0.14991300375321792,0.9831540064343745,-1
0.3571516869706668,0.11588789578594083,1
0.40566025904129965,0.31190053540279306,1
0.2801374256936986,0.3395236811223832,1
0.5548785108117733,0.7325912677384521,-1
0.7518655845035838,0.37108520953292445,1
0.880172601916948,0.42741147248446154,1
0.48531982959559405,0.70337121926927,-1
0.7477116430292989,0.42807878605659777,1
0.7753607862780136,0.8925013889972184,-1
0.4229429149063557,0.013535651176878272,1
0.563618101160299,0.19443386342162228,1
0.22654764500002567,0.4375292590184061,-1
0.933905898464175,0.4204576996940015,1
0.1914797573351028,0.7110912154468714,-1
0.06430942946867546,0.18227874503614383,1
0.7880762722637815,0.7201673770322365,-1
0.40977622465779606,0.6778087694434254,-1
0.36813825523805876,0.07203057923460832,1
0.46350367077391375,0.4463686074728346,1
0.30085336844908284,0.5713372542177095,-1
0.8414299477386311,0.25949528085771245,1
0.13656272583988804,0.9966288865256399,-1
0.17656267703988804,0.9766288868634651,-1
0.5251624559451802,0.7919020796987553,-1
0.7757397293535238,0.010832783227471499,1
0.4374666603578765,0.38750330838469904,1
0.08554030284166658,0.4842493228188458,-1
0.17477925418942597,0.5344670835812086,-1
0.8947492495947451,0.7636667677005733,-1
0.01571888341678407,0.9998837518225838,-1
0.2513964957700414,0.8922731014982821,-1
0.1461656840785217,0.25334637899097756,1
0.9782061515931963,0.7856757436864497,-1
0.8212932890991089,0.4372024214769916,1
0.7914927790305328,0.5021939133137019,1
0.6109140169870759,0.9765659394566877,-1
0.6126579852860301,0.08829043260986369,1
0.42538426984486466,0.9878512712119574,-1
0.524631447438872,0.10544613813304049,1
0.9093045608335995,0.41826371773776994,1
0.10803445702931769,0.4765715779129076,-1
0.9856233556279101,0.9810263820251335,-1
0.5938711946129269,0.3305331808843486,1
0.9109632091034587,0.017347520799531724,1
0.8166053184075295,0.7946037210727646,-1
0.8356444899972806,0.6397611558573151,-1
0.7577139520877281,0.5647606741494999,-1
0.3162963642690113,0.991096276169906,-1
0.7278245766921791,0.8308136340484276,-1
0.37013527695380266,0.4120556957225243,1
0.549228406054046,0.8368515502004963,-1
0.46896655270451815,0.7712692651183481,-1
0.30288059799512035,0.7956170486339871,-1
0.9027780062939774,0.37781678232150573,1
0.247358089737149,0.693932934465803,-1
0.5001737537882558,0.5698863838139103,-1
0.3755514541948102,0.8120128352597928,-1
0.27649102835763006,0.39146120736404666,1
0.5365779906424368,0.6334228553674821,-1
0.2910715922234073,0.8320067713670529,-1
0.3863235527444213,0.3898216397154539,1
0.5185542342193619,0.5200394870371929,-1
0.1460253020513893,0.8054400819835192,-1
0.9866735968472173,0.8274834025077775,-1
0.4317465849986739,0.18945503033773203,1
0.42579624875741806,0.45794632082642517,1
0.4734188893752036,0.12391724750009558,1
0.18945568301643534,0.3688566287402768,1
0.1450771127210695,0.49933242835661984,-1
0.31362169959837805,0.8068023016169572,-1
0.9646114203119294,0.4781514256409254,1
0.36029167048651156,0.991469263977004,-1
0.8124365284040862,0.8816887260223769,-1
0.24853618048785386,0.30619705537894326,1
0.22850625070531927,0.8455736181296523,-1
0.38336940880477033,0.9434293070606969,-1
0.5412727405029292,0.6698837812454093,-1
0.18529261453718848,0.4833810222733228,-1
0.7216245478213554,0.9054879766286033,-1
0.9581032356555985,0.672253478021835,-1
0.3361012073009644,0.9165463750466383,-1
0.5529462900334352,0.8832274835529588,-1
0.3573549039373525,0.6572112785881041,-1
0.8688539280610303,0.9347783018222997,-1
0.6288036364103926,0.7904561675284973,-1
0.232352478495800,0.522083876819451,-1
0.0889073588110529,-0.0315280558644721,-1
0.460851661442052,1.19477784354030,-1
0.377289280864614,0.202979024256341,-1
0.0579927775856242,0.846265255090662,-1
0.235959462309919,0.8709520920399,-1
0.29041787325685,0.238015297395201,-1
0.825343361075068,1.08401315478387,-1
0.079991377643625,0.480079887066419,-1
-0.0806684781216451,0.651809409937156,-1
0.187782087010103,0.89066674197164,-1
0.724826391654955,0.242692514773871,-1
-0.0931698384164847,0.421572226014636,-1
0.0783931704395333,0.138940787351730,-1
0.630725707296407,0.640339387268971,-1
0.498337889517243,1.24525545262640,-1
0.107940041677831,0.731227057458998,-1
-0.0242789903811358,0.751318847913546,-1
0.188604596691728,0.365979907316755,-1
0.122351189518946,0.00335242225197586,-1
0.210321666926898,0.624065652759689,-1
0.372860669041367,0.225980374929053,-1
0.084334438386579,-0.078009306021631,-1
0.0318372848307220,0.0431441595455251,-1
-0.0513644512982083,0.978439008386661,-1
0.568096118806826,0.60308272511508,-1
-0.238070349530288,0.440032366178129,-1
0.176526583903022,0.603427658025907,-1
-0.03867626629223,0.45712498278101,-1
0.616772578069035,0.93096884893349,-1
0.588763277473746,1.06431045452501,-1
0.282963255412842,0.748694054160268,-1
0.337240600881537,0.182012028511291,-1
-0.102186030030716,0.667159638164335,-1
0.318989114813916,0.095076721559943,-1
0.210622379961297,0.717866604812571,-1
0.128803109711287,1.08972190314042,-1
0.192755316362290,0.0217752328285869,-1
0.534663886466145,0.750839716222445,-1
0.0382674517933914,0.562140791860803,-1
0.942165702733432,1.16037064568356,-1
-0.00985800926436345,0.797075962101472,-1
0.452300644106619,0.93290192020554,-1
0.461669428558115,0.259341745694400,-1
0.740573982377822,0.178124698404774,-1
0.429167503625345,0.566415301107055,-1
0.407099985295655,0.137685703895558,-1
0.659696911677593,0.835216063010524,-1
0.364301964149364,0.234213686818733,-1
0.50355209619193,0.418865006729363,-1
0.805236908398412,0.835883842172414,-1
-0.0268770303593429,0.206143278032990,-1
0.0265574850544683,0.343152923334374,-1
0.0161783675180366,0.664720778417392,-1
-0.128592576278173,0.79889534910179,-1
0.0220669557925988,0.321775288034942,-1
0.628546283111372,0.779996627374405,-1
0.216202854846413,1.02614101349126,-1
0.0145603213434004,0.86652888425149,-1
0.772064271402337,0.835879227732524,-1
0.0890246831767705,0.288109675168955,-1
0.269235352629347,0.213917110160147,-1
0.280538753317216,0.140416833145410,-1
0.300785061316205,0.450433232951861,-1
0.461424484914943,1.21854357297811,-1
0.184771108077427,0.932736718796488,-1
0.458094621813748,1.16814572939097,-1
0.249559967071976,0.00819372906611444,-1
0.50044343826366,0.787313421526932,-1
0.521470825276593,1.05078770089827,-1
0.703687438548495,0.909278068914761,-1
0.1928903420234,0.729718170430536,-1
0.844822771727728,0.778942287411076,-1
0.628161167514629,0.670169818742087,-1
0.882026099295092,0.699785385653533,-1
0.608322421494935,1.13088827304866,-1
0.316490501636631,1.16078644038996,-1
0.068549741933858,1.21725328145250,-1
0.632902111657029,0.917581339959875,-1
0.433765043414118,0.931063261789126,-1
0.738537047072294,1.04095981875291,-1
0.116923307736586,0.431490614024379,-1
0.338636326884074,0.653636165862657,-1
0.806327074166201,0.606800709961975,-1
0.583538561914803,0.656324186598897,-1
0.928886344069392,0.791401389308979,-1
0.206318850452343,1.11187270341507,-1
-0.216574145153950,1.22347090117670,-1
0.354832438540778,0.832020576175822,-1
-0.120792328767248,0.69306317137705,-1
0.239224949274124,0.346774854712738,-1
1.03864797443423,0.724014996598404,-1
-0.0205062044376517,1.12779464753067,-1
0.137601962408102,0.990902439901243,-1
0.98361997675404,0.78502004159811,-1
0.675723074450646,0.993825840029317,-1
0.553267271160086,1.13583386823586,-1
0.0230687788286759,0.668859681834246,-1
0.931267216899939,1.03667340785034,-1
0.646927479505887,1.00416975309433,-1
0.893608647423045,0.749353080006652,-1
0.616446689379819,0.559733516827406,-1
0.0596432067088325,0.993072805817879,-1
0.880168312409218,0.806170405801227,-1
0.204943259954744,0.792257910663987,-1
0.246360497723218,0.593350542507851,-1
0.176455234856401,0.839186610927908,-1
0.470581038188273,0.844470277016947,-1
0.551714433939595,0.76241356166184,-1
0.160323758310845,0.592632244609703,-1
0.77540815242908,0.525670558302954,-1
0.0788046677489107,0.910013358891183,-1
0.488297898503655,0.593263392063679,-1
0.697146707037692,0.733777096434355,-1
1.27584800149031,0.884619509955503,-1
-0.0649811125175225,0.391528096017858,-1
0.151561507005542,0.896297979602846,-1
0.703776250741886,0.996139784099586,-1
0.873112343957593,1.00236387616588,-1
0.38498828907311,1.00592984042742,-1
0.412984340479175,1.09454716016338,-1
0.206496802908949,0.821863612582132,-1
0.465006690480271,0.600504243015625,-1
0.56577348738793,0.762335193450761,-1
0.846364701981013,0.643444523661463,-1
0.108267115272692,1.05400895093466,-1
0.634604844328228,1.09768946761205,-1
0.459824439018377,0.727747810325685,-1
0.871621916537114,1.14702579715184,-1
0.75271823579759,0.90864552092363,-1
